_id,Date,Rain,Temp Max,Temp Min
1,01-01-1951,0,24.79000092,12.97999954
2,02-01-1951,0,23.57999992,10.97999954
3,03-01-1951,0,23.85000038,10.97000027
4,04-01-1951,0,24.68000031,12.02000046
5,05-01-1951,0,24.63999939,12.92000008
6,06-01-1951,0,25.37999916,12.76000023
7,07-01-1951,0,25.46999931,12.75
8,08-01-1951,0,25.68000031,12.85000038
9,09-01-1951,0,26.17000008,13.97000027
10,10-01-1951,0,27.64999962,13.72000027
11,11-01-1951,0,25.51000023,12.90999985
12,12-01-1951,0,25.52000046,12.18999958
13,13-01-1951,0,26.46999931,13.32999992
14,14-01-1951,0,28.09000015,14.36999989
15,15-01-1951,0,28.36000061,14.84000015
16,16-01-1951,0,28.70999908,15.22000027
17,17-01-1951,0,28.88999939,17
18,18-01-1951,0,27.02000046,13.68000031
19,19-01-1951,0,24.56999969,13.5
20,20-01-1951,0,24.72999954,12.26000023
21,21-01-1951,0,24.15999985,14.05000019
22,22-01-1951,0,24.29000092,12.98999977
23,23-01-1951,0,23.72999954,12.01000023
24,24-01-1951,0,23.61000061,9.960000038
25,25-01-1951,0,24.06999969,9.630000114
26,26-01-1951,0,24.11000061,10.10000038
27,27-01-1951,0,24.65999985,10.14999962
28,28-01-1951,0,25.55999947,10.55000019
29,29-01-1951,0,26.36000061,11.13000011
30,30-01-1951,0,26.86000061,11.48999977
31,31-01-1951,0,27.37000084,12.18999958
32,01-02-1951,0,27.35000038,12.64999962
33,02-02-1951,1.511986971,28.45000076,15.15999985
34,03-02-1951,0,28.98999977,15.56000042
35,04-02-1951,0,28.32999992,14.14000034
36,05-02-1951,0,27.07999992,13.60999966
37,06-02-1951,0,27.45000076,15.13000011
38,07-02-1951,0,27.98999977,15.77999973
39,08-02-1951,0,27.72999954,15.38000011
40,09-02-1951,0,27.94000053,15.68000031
41,10-02-1951,0,29.26000023,17.20999908
42,11-02-1951,0,31.62000084,17.29000092
43,12-02-1951,0,31.95999908,18.90999985
44,13-02-1951,0,29.70000076,16.55999947
45,14-02-1951,0,28.70999908,14.38000011
46,15-02-1951,0,28.78000069,14.72999954
47,16-02-1951,0,27.51000023,13.77999973
48,17-02-1951,0,28.11000061,13.5
49,18-02-1951,0,27.26000023,14
50,19-02-1951,0,28.09000015,15.27999973
51,20-02-1951,0,29.61000061,16.72999954
52,21-02-1951,0,31.02000046,16.87999916
53,22-02-1951,0,31.39999962,16.05999947
54,23-02-1951,0,32.75999832,17.95000076
55,24-02-1951,0,32.52000046,17.93000031
56,25-02-1951,0,32.27000046,19.07999992
57,26-02-1951,0,33.09000015,19
58,27-02-1951,0,32.88000107,18.75
59,28-02-1951,0,32.61999893,18.86000061
60,01-03-1951,0,32.56000137,17.84000015
61,02-03-1951,0,32.86000061,18.78000069
62,03-03-1951,0,33.22999954,18.55999947
63,04-03-1951,0,33.27999878,19.54999924
64,05-03-1951,0,33.06999969,19.14999962
65,06-03-1951,0,33.74000168,19.64999962
66,07-03-1951,0,34.56999969,20.03000069
67,08-03-1951,0,35.34999847,21.19000053
68,09-03-1951,0,35.63999939,21.19000053
69,10-03-1951,0,36.72000122,21.95000076
70,11-03-1951,0,35.81999969,22.76000023
71,12-03-1951,0,36.61000061,22.96999931
72,13-03-1951,0,33.86000061,22.05999947
73,14-03-1951,0,34.70000076,22.54000092
74,15-03-1951,0,33.18999863,21
75,16-03-1951,0,34.27000046,21.62000084
76,17-03-1951,0.625550985,34.88000107,22.51000023
77,18-03-1951,0,34.52000046,22.79999924
78,19-03-1951,1.035411716,35.31000137,23.94000053
79,20-03-1951,0,31.29000092,23.79999924
80,21-03-1951,0,29.54999924,22.53000069
81,22-03-1951,0,32.38999939,22.87999916
82,23-03-1951,12.77343941,31.68000031,21.32999992
83,24-03-1951,2.42769742,31.72999954,24.13999939
84,25-03-1951,25.94968796,32.41999817,21.81999969
85,26-03-1951,13.31796455,30.22999954,21.77000046
86,27-03-1951,0,26.17000008,21.95000076
87,28-03-1951,2.534175158,29.82999992,22.56999969
88,29-03-1951,11.7258215,32.27999878,21.65999985
89,30-03-1951,4.723287582,28.62999916,20.54000092
90,31-03-1951,2.513651848,26.51000023,19.43000031
91,01-04-1951,0,27.72999954,21.38999939
92,02-04-1951,11.81440067,29.86000061,21.75
93,03-04-1951,0,31.11000061,23.34000015
94,04-04-1951,0.194690332,32.38000107,24.21999931
95,05-04-1951,0,33.02000046,24.12999916
96,06-04-1951,0.298418969,33.65999985,25.31999969
97,07-04-1951,0,35.27999878,24.40999985
98,08-04-1951,0,34.65000153,25.36000061
99,09-04-1951,0,35.75999832,25.64999962
100,10-04-1951,0,34.56999969,24.95000076
101,11-04-1951,0,31.12000084,23.45999908
102,12-04-1951,0,32.81000137,24.56999969
103,13-04-1951,0,33.56999969,21.02000046
104,14-04-1951,0,34.50999832,22.67000008
105,15-04-1951,0,35.86999893,23.53000069
106,16-04-1951,0,36.54999924,25.42000008
107,17-04-1951,0,38.25999832,25.86000061
108,18-04-1951,0,38.02999878,27.20999908
109,19-04-1951,0.186511844,36.93999863,27.78000069
110,20-04-1951,0,30.86000061,24.65999985
111,21-04-1951,0,31.28000069,22.65999985
112,22-04-1951,0,34.15000153,22.61000061
113,23-04-1951,0,35.04999924,23.54999924
